"Skill or Certification: ID","Skill or Certification: Skill or Certification Name","Certification Source","External ID","Group","Hierarchy Level","Hierarchy Path","Parent Category","Primary Product Skill","Description","Record Type Name","Type","Unique Name","Badge","Skill or Certification: Last Modified Date","Skill Or Certification","Category"
"a9Jed000000BopV","Credit Consumption","","","","3","Discipline > Discipline - Agentforce Implementation","Discipline - Agentforce Implementation","0","Explains how Flex Credits are consumed across multi-product deployments, including consumption patterns, token composition, LLM cost drivers, and metering. Translates client requirements into cost-aware solution designs that optimize credit usage","Skill","Discipline","Credit Consumption","","9/16/2026","Skill",""
"a9Jed000000BWFt","Agentforce Operations","","","","3","Product > Product - AgentForce","Product - AgentForce","0","Demonstrates the ability to assess, position, configure, and validate Agentforce Operations solutions for customer implementations using platform best practices.","Skill","Product","Agentforce Operations","","7/30/2026","Skill",""
"a9Jed0000000W6L","Customer Engagement","","","","1","","","0","","Category","Industry","Customer Engagement","","2/24/2026","Skill",""
"a9Jed0000000WEY","Product - AgentForce","","","","2","Product","Product","0","","Category","Product","Product - AgentForce","","2/24/2026","Skill",""
"a9Jed0000000WG1","Product - Analytics","","","","2","Product","Product","0","","Category","Product","Product - Analytics","","2/24/2026","Skill",""
"a9Jed0000000WG2","Product - Commerce","","","","2","Product","Product","0","","Category","Product","Product - Commerce","","2/24/2026","Skill",""
"a9Jed0000000WG3","Product - Customer 360 Platform","","","","2","Product","Product","0","","Category","Product","Product - Customer 360 Platform","","2/24/2026","Skill",""
"a9Jed0000000WG4","Product - Data Cloud","","","","2","Product","Product","0","","Category","Product","Product - Data Cloud","","2/24/2026","Skill",""
"a9Jed0000000WG5","Product - Experience Cloud","","","","2","Product","Product","0","","Category","Product","Product - Experience Cloud","","2/24/2026","Skill",""
"a9Jed0000000WG6","Product - External Technologies/Tools","","","","2","Product","Product","0","","Category","Product","Product - External Technologies/Tools","","2/24/2026","Skill",""
"a9Jed0000000WG7","Product - Healthcare and Life Sciences","","","","2","Product","Product","0","","Category","Product","Product - Healthcare and Life Sciences","","2/24/2026","Skill",""
"a9Jed0000000WG8","Product - Industries","","","","2","Product","Product","0","","Category","Product","Product - Industries","","2/24/2026","Skill",""
"a9Jed0000000WG9","Product - Industry Clouds","","","","2","Product","Product","0","","Category","Product","Product - Industry Clouds","","2/24/2026","Skill",""
"a9Jed0000000WGA","Product - Integration","","","","2","Product","Product","0","","Category","Product","Product - Integration","","2/24/2026","Skill",""
"a9Jed0000000WHd","Product - Marketing","","","","2","Product","Product","0","","Category","Product","Product - Marketing","","2/24/2026","Skill",""
"a9Jed0000000WHe","Product - Platform","","","","2","Product","Product","0","","Category","Product","Product - Platform","","2/24/2026","Skill",""
"a9Jed0000000WHf","Product - Sales","","","","2","Product","Product","0","","Category","Product","Product - Sales","","2/24/2026","Skill",""
"a9Jed0000000WHg","Product - Salesforce Platform","","","","2","Product","Product","0","","Category","Product","Product - Salesforce Platform","","2/24/2026","Skill",""
"a9Jed0000000WHh","Product - Service","","","","2","Product","Product","0","","Category","Product","Product - Service","","2/24/2026","Skill",""
"a9Jed0000000WHi","Product - Slack Implementation","","","","2","Product","Product","0","","Category","Product","Product - Slack Implementation","","2/24/2026","Skill",""
"a9Jed0000000WHj","Product - Spiff","","","","2","Product","Product","0","","Category","Product","Product - Spiff","","2/24/2026","Skill",""
"a9Jed0000000WHk","Product - Success","","","","2","Product","Product","0","","Category","Product","Product - Success","","2/24/2026","Skill",""
"a9Jed0000000WHl","Product - Tableau","","","","2","Product","Product","0","","Category","Product","Product - Tableau","","2/24/2026","Skill",""
"a9Jed0000007rkL","Product - Automotive Cloud","","","","2","Product","Product","0","","Category","Industry","Product - Automotive Cloud","","5/5/2026","Skill",""
"a9Jed0000007rlx","Product - Retail Cloud (POS)","","","","2","Product","Product","0","","Category","Industry","Product - Retail Cloud (POS)","","5/5/2026","Skill",""
"a9Jed0000007rnZ","Product - Loyalty Management","","","","2","Product","Product","0","","Category","Industry","Product - Loyalty Management","","5/5/2026","Skill",""
"a9Jed0000000WEX","Other - Language","","","","2","Other","Other","0","","Category","Other","Other - Language","","2/24/2026","Skill",""
"a9Jed0000000WES","Industry - Oil and Gas","","","","2","Industry","Industry","0","","Category","Industry","Industry - Oil and Gas","","2/24/2026","Skill",""
"a9Jed0000000WET","Industry - Professional Services","","","","2","Industry","Industry","0","","Category","Industry","Industry - Professional Services","","2/24/2026","Skill",""
"a9Jed0000000WEU","Industry - Public Sector","","","","2","Industry","Industry","0","","Category","Industry","Industry - Public Sector","","2/24/2026","Skill",""
"a9Jed0000000WEV","Industry - Retail and Consumer Goods","","","","2","Industry","Industry","0","","Category","Industry","Industry - Retail and Consumer Goods","","2/24/2026","Skill",""
"a9Jed0000000WEW","Industry - Travel, Transportation, and Hospitality","","","","2","Industry","Industry","0","","Category","Industry","Industry - Travel, Transportation, and Hospitality","","2/24/2026","Skill",""
"a9Jed0000000WCp","Industry - Agriculture and Mining","","","","2","Industry","Industry","0","","Category","Industry","Industry - Agriculture and Mining","","2/24/2026","Skill",""
"a9Jed0000000WCq","Industry - Communications","","","","2","Industry","Industry","0","","Category","Industry","Industry - Communications","","2/24/2026","Skill",""
"a9Jed0000000WCr","Industry - Education","","","","2","Industry","Industry","0","","Category","Industry","Industry - Education","","2/24/2026","Skill",""
"a9Jed0000000WCs","Industry - Energy and Utilities","","","","2","Industry","Industry","0","","Category","Industry","Industry - Energy and Utilities","","2/24/2026","Skill",""
"a9Jed0000000WCt","Industry - Engineering, Construction, and Real Estate","","","","2","Industry","Industry","0","","Category","Industry","Industry - Engineering, Construction, and Real Estate","","2/24/2026","Skill",""
"a9Jed0000000WCu","Industry - Financial Services","","","","2","Industry","Industry","0","","Category","Industry","Industry - Financial Services","","2/24/2026","Skill",""
"a9Jed0000000WCv","Industry - Healthcare and Life Sciences","","","","2","Industry","Industry","0","","Category","Industry","Industry - Healthcare and Life Sciences","","2/24/2026","Skill",""
"a9Jed0000000WCw","Industry - High Tech","","","","2","Industry","Industry","0","","Category","Industry","Industry - High Tech","","2/24/2026","Skill",""
"a9Jed0000000WEP","Industry - Manufacturing","","","","2","Industry","Industry","0","","Category","Industry","Industry - Manufacturing","","2/24/2026","Skill",""
"a9Jed0000000WEQ","Industry - Media","","","","2","Industry","Industry","0","","Category","Industry","Industry - Media","","2/24/2026","Skill",""
"a9Jed0000000WER","Industry - Nonprofit","","","","2","Industry","Industry","0","","Category","Industry","Industry - Nonprofit","","2/24/2026","Skill",""
"a9Jed0000000WBI","Great Characteristics - Courageous Communication","","","","2","Great Characteristics","Great Characteristics","0","","Category","Great Characteristics","Great Characteristics - Courageous Communication","","2/24/2026","Skill",""
"a9Jed0000000WBJ","Great Characteristics - Get it Done","","","","2","Great Characteristics","Great Characteristics","0","","Category","Great Characteristics","Great Characteristics - Get it Done","","2/24/2026","Skill",""
"a9Jed0000000WBK","Great Characteristics - Motivate and Champion","","","","2","Great Characteristics","Great Characteristics","0","","Category","Great Characteristics","Great Characteristics - Motivate and Champion","","2/24/2026","Skill",""
"a9Jed0000000WCn","Great Characteristics - Salesforce Smart","","","","2","Great Characteristics","Great Characteristics","0","","Category","Great Characteristics","Great Characteristics - Salesforce Smart","","2/24/2026","Skill",""
"a9Jed0000000WCo","Great Characteristics - Win as a Team","","","","2","Great Characteristics","Great Characteristics","0","","Category","Great Characteristics","Great Characteristics - Win as a Team","","2/24/2026","Skill",""
"a9Jed000000BPnt","Discipline - Artificial Intelligence","","","","2","Discipline","Discipline","0","","Category","Technical","Discipline - Artificial Intelligence","","7/15/2026","Skill",""
"a9Jed0000000W82","Discipline - Adoption (User Experience)","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Adoption (User Experience)","","2/24/2026","Skill",""
"a9Jed0000000W83","Discipline - Agentforce Implementation","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Agentforce Implementation","","2/24/2026","Skill",""
"a9Jed0000000W84","Discipline - Analytics","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Analytics","","2/24/2026","Skill",""
"a9Jed0000000W85","Discipline - Business Process","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Business Process","","2/24/2026","Skill",""
"a9Jed0000000W86","Discipline - Business Value","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Business Value","","2/24/2026","Skill",""
"a9Jed0000000W9Z","Discipline - Campaign Management","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Campaign Management","","2/24/2026","Skill",""
"a9Jed0000000W9a","Discipline - Change / Culture","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Change / Culture","","2/24/2026","Skill",""
"a9Jed0000000W9b","Discipline - Data","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Data","","2/24/2026","Skill",""
"a9Jed0000000W9c","Discipline - Data Integration","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Data Integration","","2/24/2026","Skill",""
"a9Jed0000000W9d","Discipline - Design","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Design","","2/24/2026","Skill",""
"a9Jed0000000W9e","Discipline - DevOps","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - DevOps","","2/24/2026","Skill",""
"a9Jed0000000W9f","Discipline - Enterprise Architecture","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Enterprise Architecture","","2/24/2026","Skill",""
"a9Jed0000000W9g","Discipline - Governance","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Governance","","2/24/2026","Skill",""
"a9Jed0000000W9h","Discipline - Innovation","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Innovation","","2/24/2026","Skill",""
"a9Jed0000000W9i","Discipline - Learning","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Learning","","2/24/2026","Skill",""
"a9Jed0000000WBB","Discipline - Mulesoft implementation","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Mulesoft implementation","","2/24/2026","Skill",""
"a9Jed0000000WBC","Discipline - Project Management","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Project Management","","2/24/2026","Skill",""
"a9Jed0000000WBD","Discipline - Quality Assurance","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Quality Assurance","","2/24/2026","Skill",""
"a9Jed0000000WBE","Discipline - Selling","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Selling","","2/24/2026","Skill",""
"a9Jed0000000WBF","Discipline - Strategy","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Strategy","","2/24/2026","Skill",""
"a9Jed0000000WBG","Discipline - Tableau implementation","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Tableau implementation","","2/24/2026","Skill",""
"a9Jed0000000WBH","Discipline - Technical","","","","2","Discipline","Discipline","0","","Category","Discipline","Discipline - Technical","","2/24/2026","Skill",""
"a9Jed0000000W7x","Customer Engagement - Coaching","","","","2","Customer Engagement","Customer Engagement","0","","Category","Customer Engagement","Customer Engagement - Coaching","","2/24/2026","Skill",""
"a9Jed0000000W7y","Customer Engagement - Communication","","","","2","Customer Engagement","Customer Engagement","0","","Category","Customer Engagement","Customer Engagement - Communication","","2/24/2026","Skill",""
"a9Jed0000000W7z","Customer Engagement - Conflict Management","","","","2","Customer Engagement","Customer Engagement","0","","Category","Customer Engagement","Customer Engagement - Conflict Management","","2/24/2026","Skill",""
"a9Jed0000000W80","Customer Engagement - Relationship Building","","","","2","Customer Engagement","Customer Engagement","0","","Category","Customer Engagement","Customer Engagement - Relationship Building","","2/24/2026","Skill",""
"a9Jed0000000W81","Customer Engagement - Strategic Consulting","","","","2","Customer Engagement","Customer Engagement","0","","Category","Customer Engagement","Customer Engagement - Strategic Consulting","","2/24/2026","Skill",""
"a9Jed0000000WJF","Obsolete (Do Not Use)","","","","1","","","0","","Category","Industry","Obsolete (Do Not Use)","","2/24/2026","Skill",""
"a9Jed0000000W6M","Discipline","","","","1","","","0","","Category","Industry","Discipline","","2/24/2026","Skill",""
"a9Jed0000000W6N","Great Characteristics","","","","1","","","0","","Category","Industry","Great Characteristics","","2/24/2026","Skill",""
"a9Jed0000000W6O","Industry","","","","1","","","0","","Category","Industry","Industry","","2/24/2026","Skill",""
"a9Jed0000000W6P","Other","","","","1","","","0","","Category","Industry","Other","","2/24/2026","Skill",""
"a9Jed0000000W6Q","Product","","","","1","","","0","","Category","Industry","Product","","2/24/2026","Skill",""
"a9Jed00000003PJ","Inclusive Leadership","","0Sked000000003HCAQ","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Demonstrates the ability to create an environment where employees feel valued, understood, and empowered to contribute their best work. Inclusive leaders demonstrate respect for each person?s unique characteristics without bias and promotes diversity, equ","Skill","Customer Engagement","Inclusive Leadership","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J3y000000xhqm","Expand Relationships","","0Sk0M000000XZIrSAO","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Ability to gain access to executives and expand customer network","Skill","Customer Engagement","Expand Relationships","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J3y0000010x99","Leadership Presence","","0Sk3y000000TRqsCAG","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Demonstrates a professional demeanor that builds trust and credibility, takes ownership of decisions in times of change, and models ethical judgment while ensuring the responsible and human-centered use of AI and technology.","Skill","Customer Engagement","Leadership Presence","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J3y0000010x9O","Executive Alignment","","0Sk3y000000TRqwCAG","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Establishes credibility with senior executives, developing a portfolio of c-suite connections. Identifies priorities of key decision makers and influencers to accelerate value, improve customer outcomes and uncover new opportunities for Salesforce.","Skill","Customer Engagement","Executive Alignment","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J3y0000010x9T","Personal Branding","","0Sk3y000000TRqpCAG","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Demonstrates proficiency in building a reputation as a subject matter expert in their domain, both through on-the-job performance and participation in external forums. Actively contributes to the ecosystem.","Skill","Customer Engagement","Personal Branding","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J3y000000s7aq","Collaborate to Drive Success","","0Sk3y000000bnLYCAY","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Working cooperatively with others to help a team, work group, or customer achieve its goals. Leverages others? strengths and contributions to realize the best outcome.","Skill","Customer Engagement","Collaborate to Drive Success","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J3y000000s7as","Drive Results","","0Sk3y000000bnLeCAI","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Displays a strong commitment to making performance improvements and a determination to achieve positive outcomes and results.","Skill","Customer Engagement","Drive Results","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J3y000000a6Lk","Manage Client Relationship","","0Sk3y000000TPs2CAG","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Ability to build trusted client relationships based on both interpersonal and business value driven connections. These relationships are also leveraged to manage challenges and adversity throughout the engagements.","Skill","Customer Engagement","Manage Client Relationship","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J0M000000xhTi","Build Trust","","0Sk0M000000TNAaSAO","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Capacity to develop trust and re-build trust when broken with a customer.","Skill","Customer Engagement","Build Trust","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J0M000000xhUo","Empathy","","0Sk0M000000TNAbSAO","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Ability to put themselves ""in the shoes"" of the customer, understanding their concerns and aspirations.","Skill","Customer Engagement","Empathy","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J0M000000xhUz","Establish Rapport","","0Sk0M000000TNAYSA4","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","Ability to develop a positive and caring relationship with customers.","Skill","Customer Engagement","Establish Rapport","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9J0M000000xhVd","Influencing","","0Sk0M000000TNAZSA4","","3","Customer Engagement > Customer Engagement - Relationship Building","Customer Engagement - Relationship Building","0","The ability to effect behavior, inspire and use concessions to manage a situation.","Skill","Customer Engagement","Influencing","","7/15/2026","Skill","Customer Engagement - Relationship Building"
"a9Jed000000023R","Manage and Resolve Conflict","","0Sked000000002MCAQ","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Demonstrates ability to proactively manage and resolve conflict in a constructive and healthy way to drive a positive work environment.","Skill","Customer Engagement","Manage and Resolve Conflict","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000001Luuf","Copy Writing","","0Sk3y0000004EDNCA2","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ability to write compelling, clear, and engaging Copy for purposes beyond communication (e.g., Chatbots, Marketing Content, Site Copy, etc.)","Skill","Customer Engagement","Copy Writing","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000001Luug","Brand Voice and Tone","","0Sk3y0000004EDOCA2","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ability to extend the voice and tone of a Brand beyond traditional executions of brand (e.g., logos, branding, etc) and into digital extensions of the brand such as chatbot personas, style guides, etc.","Skill","Customer Engagement","Brand Voice and Tone","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000001Luuh","Build Stakeholder Communication Strategies","","0Sk3y0000004EDPCA2","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ability to develop a phased, targeted, and strategic communications plan with execution that utilizes channels appropriate for different stakeholder groups to communicate the benefits of the change, using KPIs to measure effectiveness of the communication","Skill","Customer Engagement","Build Stakeholder Communication Strategies","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000000xhqn","Business Value","","0Sk0M000000XZIsSAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Understands customer business value and articulates how Salesforce and AI can achieve desired business outcomes.","Skill","Customer Engagement","Business Value","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000000s7ak","Overcome Obstacles and Challenges","","0Sk3y000000bnLlCAI","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Takes on tough challenges and is persistent despite obstacles while maintaining a high level of collaboration and communication with their team(s).","Skill","Customer Engagement","Overcome Obstacles and Challenges","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000000s7al","Own Actions and Take Accountability","","0Sk3y000000bnLmCAI","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ensuring self and others contribute to organization strategies by focusing on the most critical priorities, measuring progress, and ensuring accountability against those metrics.","Skill","Customer Engagement","Own Actions and Take Accountability","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000000s7av","Display Emotional Intelligence","","0Sk3y000000bnLdCAI","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Recognizes and understands emotions in oneself and others and uses that understanding to make decisions, solve problems, and communicate with others; demonstrates empathy in interpersonal relationships.","Skill","Customer Engagement","Display Emotional Intelligence","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000000s7aw","Engage in Courageous Conversations","","0Sk3y000000bnLfCAI","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Communicates with authenticity and listens actively, even when topics are difficult. Addresses misalignment, risks, and challenges directly, navigates conflict constructively, and builds trust through honest, transparent dialogue.","Skill","Customer Engagement","Engage in Courageous Conversations","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y000000a6hr","Working with Customers with Disabilities","","0Sk3y000000TRcGCAW","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Interacts and effectively communicates with customers with disabilities","Skill","Customer Engagement","Working with Customers with Disabilities","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J0M000000xhYJ","Deliver Compelling Stories","","0Sk0M000000TNAfSAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ability to create, share or support a compelling picture, which combines experiences, customer examples and clear outcomes that reinforce the future state which moves people toward a common outcome or goal.","Skill","Customer Engagement","Deliver Compelling Stories","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J0M000000xhYq","Written Communication","","0Sk0M000000TNAgSAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Experience crafting messaging and delivering written communication that clearly and concisely communicate top level facts, details, required actions and ownership for every level of stakeholder (from executive to project teams).","Skill","Customer Engagement","Written Communication","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y0000001Jm6","Program Management","","0Sk3y000000PCIhCAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ability to strategically manage a program of work for a client including multiple engagements and/or clouds; ensuring daily progress while maintaining a larger programmatic vision or goal. Ability to share details at a program level.","Skill","Customer Engagement","Program Management","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J3y0000001Jm7","Facilitate Alignment","","0Sk3y000000PCIiCAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ability to develop appropriate management strategies to effectively engage stakeholders throughout the lifecycle of the project, action plan, or customer engagement, based on the analysis of their needs, interests and potential impact on project success.","Skill","Customer Engagement","Facilitate Alignment","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J0M000000xhWc","Verbal Communication","","0Sk0M000000TNAhSAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Effectively communicate ideas, solutions and success with different types of audiences.","Skill","Customer Engagement","Verbal Communication","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J0M000000xhX7","Design and Deliver Presentations","","0Sk0M000000TNAeSAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Develop and deliver relevant and concise presentations, oral and written, for internal and external audiences.","Skill","Customer Engagement","Design and Deliver Presentations","","7/15/2026","Skill","Customer Engagement - Communication"
"a9J0M000000xhV0","Executive Presence","","0Sk0M000000TNAdSAO","","3","Customer Engagement > Customer Engagement - Communication","Customer Engagement - Communication","0","Ability to build credibility and can tailor communication to the role.","Skill","Customer Engagement","Executive Presence","","7/15/2026","Skill","Customer Engagement - Communication"
"a9Jed0000000e0f","Data-Driven Decision Making","","","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Understands and uses data to identify insights and inform decisions. Applies sound judgment to validate data quality and sources, including AI-generated outputs, to mitigate bias and ensure accurate, reliable outcomes.","Skill","Discipline","Data-Driven Decision Making","","7/15/2026","Skill","Discipline - Innovation"
"a9Jed0000000e2H","AI Fluency","","","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Effectively applies AI capabilities to improve work outcomes while understanding its limitations.","Skill","Discipline","AI Fluency","","7/15/2026","Skill","Discipline - Innovation"
"a9Jed0000000HDl","Agent and AI Literacy","","0Sked00000000CvCAI","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Effectively interact with, manage, and use AI agents and automated systems effectively and ethically.","Skill","Discipline","Agent and AI Literacy","","7/15/2026","Skill","Discipline - Innovation"
"a9J3y000000s8UU","Learning Mindset","","0Sk3y0000004GX5CAM","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Demonstrates an adaptive learning mindset by embracing rapid change, unlearning outdated methods, and proactively adopting new ways of working and tools, including AI, to continuously improve skills and stay relevant in a dynamic environment.","Skill","Discipline","Learning Mindset","","7/15/2026","Skill","Discipline - Innovation"
"a9J3y000000s8UZ","Agility","","0Sk3y0000004GX6CAM","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Adapts quickly and productively to changing circumstances and shifting priorities. Leverages AI to accelerate understanding and iterate on solutions, while maintaining momentum aligned with long-term strategic goals and values.","Skill","Discipline","Agility","","7/15/2026","Skill","Discipline - Innovation"
"a9J3y000000WBHa","API Monetization and Chargeback","","0Sk3y000000Gt74CAC","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Defines what is monetizable and how to align monetization to business, estimate economic value of APIs, understands market segmentation and pricing options, identifies GTM strategies for APIs, prioritizes, and develops roadmap for monetized offerings. May","Skill","Discipline","API Monetization and Chargeback","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhYP","Synthesis","","0Sk0M000000TNAISA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Conducts initial interview and discussion to create hypothesis. Conducts profiling, survey and assessment to collect data to prove/disprove hypothesis. Takes all the research information, putting it together in ways that show patterns, gaps, opportunities","Skill","Discipline","Synthesis","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhYd","User Research","","0Sk0M000000TNAFSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Understanding and using the tools, methods and practices of user research to determine user needs","Skill","Discipline","User Research","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhYp","Workshop Facilitation","","0Sk0M000000TNAMSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Designing and leading groups of people in high touch, immersive experiences towards generating new ideas","Skill","Discipline","Workshop Facilitation","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhVg","Innovation Capability Development","","0Sk0M000000TNAQSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Defining and designing the capabilities need by a company to become effiective innovators (degin thinking, etc)","Skill","Discipline","Innovation Capability Development","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhVh","Innovation Pipeline Management","","0Sk0M000000TNARSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Defining and managing a company's idea/suggestion pipeline as an intake to the innovation process","Skill","Discipline","Innovation Pipeline Management","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhVi","Innovation Strategy Development","","0Sk0M000000TNAKSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Defining a company's approach to innovation, including direction and goals, methods, organisation structure, incremental and transformational priorities  etc.","Skill","Discipline","Innovation Strategy Development","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhWb","Opportunity Space Development","","0Sk0M000000TNAJSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Defining areas which are ripe for a company to pursue","Skill","Discipline","Opportunity Space Development","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhWw","Piloting","","0Sk0M000000TNAPSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Defining the scope and extent of user facing experiences to test the desirability, feasibility and viability of solutions","Skill","Discipline","Piloting","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhX6","Precursor / Analogy Research","","0Sk0M000000TNANSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Discovering pre-exisitng efforts, solutions and experiences that may shed light on some part of the space being investigated","Skill","Discipline","Precursor / Analogy Research","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhX9","Frame Problems and Opportunities Strategically","","0Sk0M000000TNAESA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Creates and communicates a compelling future state by aligning business priorities, industry trends, data and AI insights to guide customers toward a shared strategic outcome.","Skill","Discipline","Frame Problems and Opportunities Strategically","","7/15/2026","Skill","Discipline - Innovation"
"a9J0M000000xhXG","Prototyping","","0Sk0M000000TNAOSA4","","3","Discipline > Discipline - Innovation","Discipline - Innovation","0","Using design methods and tools to create ways in which to test solutions in the quickest way possible and iterating","Skill","Discipline","Prototyping","","7/15/2026","Skill","Discipline - Innovation"
